filed,ticker,issuer,insider,ciks,captured_at
2026-04-24,LFST,"LifeStance Health Group, Inc.",Bessler Robert  (CIK 0001864881),0001845257|0001864881,2026-04-27T22:54:57Z
2026-04-24,RDCM,RADCOM LTD,Lynrock Lake Master Fund LP  (CIK 0001736419),0001016838|0001736419,2026-04-27T22:54:57Z
2026-04-24,VC,VISTEON CORP,Lawande Sachin  (CIK 0001454378),0001111335|0001454378,2026-04-27T22:54:57Z
2026-04-24,DYN,"Dyne Therapeutics, Inc.","Atlas Venture Fund XI, L.P.  (CIK 0001708269)",0001818794|0001708269,2026-04-27T22:54:57Z
2026-04-24,MTSI,"MACOM Technology Solutions Holdings, Inc.",OCAMPO SUSAN  (CIK 0001252243),0001493594|0001252243,2026-04-27T22:54:57Z
2026-04-24,NYAX,Nayax Ltd.,Nechmad Amir Alimelech  (CIK 0001963423),0001901279|0001963423,2026-04-27T22:54:57Z
2026-04-24,VICR,VICOR CORP,Tuozzolo Claudio  (CIK 0001403540),0000751978|0001403540,2026-04-27T22:54:57Z
2026-04-24,TXN,TEXAS INSTRUMENTS INC,Lizardi Rafael R  (CIK 0001691660),0000097476|0001691660,2026-04-27T22:54:57Z
2026-04-24,COCO,"Vita Coco Company, Inc.",Roper Martin  (CIK 0001206513),0001482981|0001206513,2026-04-27T22:54:57Z
2026-04-24,,GLOBE LIFE INC.,MAJORS MICHAEL CLAY  (CIK 0001426922),0000320335|0001426922,2026-04-27T22:54:57Z
2026-04-24,UNP,UNION PACIFIC CORP,Rocker Kenyatta G  (CIK 0001749673),0000100885|0001749673,2026-04-27T22:54:57Z
2026-04-24,SYM,Symbotic Inc.,Alexander Brian Daniel  (CIK 0001654009),0001837240|0001654009,2026-04-27T22:54:57Z
2026-04-24,AAON,"AAON, INC.",Thompson Rebecca  (CIK 0001565768),0000824142|0001565768,2026-04-27T22:54:57Z
2026-04-24,LMB,"Limbach Holdings, Inc.",Brooks Jayme L.  (CIK 0001447591),0001606163|0001447591,2026-04-27T22:54:57Z
2026-04-23,AAPL,Apple Inc.,Parekh Kevan  (CIK 0002050912),0000320193|0002050912,2026-04-27T22:54:57Z
2026-04-23,KNTK,Kinetik Holdings Inc.,ISQ Global Fund II GP LLC  (CIK 0001904934),0001692787|0001904934,2026-04-27T22:54:57Z
2026-04-23,W,Wayfair Inc.,Shah Niraj  (CIK 0001620093),0001616707|0001620093,2026-04-27T22:54:57Z
2026-04-23,SEIC,SEI INVESTMENTS CO,Sharma Sanjay  (CIK 0001964495),0000350894|0001964495,2026-04-27T22:54:57Z
2026-04-23,ARWR,"ARROWHEAD PHARMACEUTICALS, INC.",Hamilton James C  (CIK 0001830755),0000879407|0001830755,2026-04-27T22:54:57Z
2026-04-23,STLD,STEEL DYNAMICS INC,Cornew Kenneth W.  (CIK 0001482379),0001022671|0001482379,2026-04-27T22:54:57Z
2026-04-23,HMN,HORACE MANN EDUCATORS CORP /DE/,ZURAITIS MARITA  (CIK 0001198960),0000850141|0001198960,2026-04-27T22:54:57Z
2026-04-23,PCRX,"Pacira BioSciences, Inc.",Cross Shawn  (CIK 0001734779),0001396814|0001734779,2026-04-27T22:54:57Z
2026-04-23,IRD,"Opus Genetics, Inc.",YERXA BENJAMIN R  (CIK 0001145910),0001228627|0001145910,2026-04-27T22:54:57Z
2026-04-23,IRD,"Opus Genetics, Inc.",Jayagopal Ashwath  (CIK 0002008983),0001228627|0002008983,2026-04-27T22:54:57Z
2026-04-23,IRD,"Opus Genetics, Inc.",Gagnon Robert E.  (CIK 0001504983),0001228627|0001504983,2026-04-27T22:54:57Z
2026-04-23,,CITIZENS FINANCIAL GROUP INC/RI,MCCREE DONALD H III  (CIK 0001197619),0000759944|0001197619,2026-04-27T22:54:57Z
2026-04-23,BOKF,BOK FINANCIAL CORP,Reid Jeffrey A.  (CIK 0001950322),0000875357|0001950322,2026-04-27T22:54:57Z
2026-04-23,,MICROCHIP TECHNOLOGY INC,Sanghi Steve  (CIK 0001181928),0000827054|0001181928,2026-04-27T22:54:57Z
2026-04-23,MUSA,Murphy USA Inc.,Click Christopher A  (CIK 0001831593),0001573516|0001831593,2026-04-27T22:54:57Z
2026-04-23,UNH,UNITEDHEALTH GROUP INC,Conway Patrick Hugh  (CIK 0002067754),0000731766|0002067754,2026-04-27T22:54:57Z
2026-04-23,MCD,MCDONALDS CORP,Erlinger Joseph M.  (CIK 0001685800),0000063908|0001685800,2026-04-27T22:54:57Z
2026-04-23,NYAX,Nayax Ltd.,Greenberg Aaron Samuel  (CIK 0002081569),0001901279|0002081569,2026-04-27T22:54:57Z
2026-04-23,RDCM,RADCOM LTD,Lynrock Lake Master Fund LP  (CIK 0001736419),0001016838|0001736419,2026-04-27T22:54:57Z
2026-04-23,TBH,"Brag House Holdings, Inc.",Malloy Lavell Juan II  (CIK 0001999220),0001903595|0001999220,2026-04-27T22:54:57Z
2026-04-23,SEIC,SEI INVESTMENTS CO,Peterson Michael  (CIK 0001745371),0000350894|0001745371,2026-04-27T22:54:57Z
2026-04-23,,WINTRUST FINANCIAL CORP,STOEHR DAVID L  (CIK 0001244289),0001015328|0001244289,2026-04-27T22:54:57Z
2026-04-23,ON,ON SEMICONDUCTOR CORP,Thad Trent  (CIK 0001607990),0001097864|0001607990,2026-04-27T22:54:57Z
2026-04-23,NYAX,Nayax Ltd.,Manor Sagit  (CIK 0001999977),0001901279|0001999977,2026-04-27T22:54:57Z
2026-04-23,DYN,"Dyne Therapeutics, Inc.","Atlas Venture Fund XI, L.P.  (CIK 0001708269)",0001818794|0001708269,2026-04-27T22:54:57Z
2026-04-23,,"Everpure, Inc.",Colgrove John  (CIK 0001651902),0001474432|0001651902,2026-04-27T22:54:57Z
2026-04-23,,SCHWAB CHARLES CORP,Schwab Charles R.  (CIK 0000923738),0000316709|0000923738,2026-04-27T22:54:57Z
2026-04-23,RCUS,"Arcus Biosciences, Inc.",Jarrett Jennifer  (CIK 0001671311),0001724521|0001671311,2026-04-27T22:54:57Z
2026-04-23,TWST,Twist Bioscience Corp,Finn Patrick John  (CIK 0001755970),0001581280|0001755970,2026-04-27T22:54:57Z
2026-04-23,AAON,"AAON, INC.",Thompson Rebecca  (CIK 0001565768),0000824142|0001565768,2026-04-27T22:54:57Z
2026-04-23,DYN,"Dyne Therapeutics, Inc.","Atlas Venture Opportunity Fund I, L.P.  (CIK 0001759241)",0001818794|0001759241,2026-04-27T22:54:57Z
2026-04-23,ECOR,"electroCore, Inc.",Goldberger Daniel S  (CIK 0001382042),0001560258|0001382042,2026-04-27T22:54:57Z
2026-04-23,NXPI,NXP Semiconductors N.V.,Hardy Andrew  (CIK 0002054266),0001413447|0002054266,2026-04-27T22:54:57Z
2026-04-23,TARA,"Protara Therapeutics, Inc.",Baker Brothers Life Sciences LP  (CIK 0001363364),0001359931|0001363364,2026-04-27T22:54:57Z
2026-04-23,,"Everpure, Inc.",Colgrove John  (CIK 0001651902),0001474432|0001651902,2026-04-27T22:54:57Z
2026-04-23,PENG,"Penguin Solutions, Inc.",Clark Joseph Gates  (CIK 0001944970),0001616533|0001944970,2026-04-27T22:54:57Z
2026-04-23,NXPI,NXP Semiconductors N.V.,Jensen Christopher L  (CIK 0001812730),0001413447|0001812730,2026-04-27T22:54:57Z
2026-04-23,STRL,"STERLING INFRASTRUCTURE, INC.",CUTILLO JOSEPH A  (CIK 0001671928),0000874238|0001671928,2026-04-27T22:54:57Z
2026-04-23,VICR,VICOR CORP,Doyle Alvaro  (CIK 0001826730),0000751978|0001826730,2026-04-27T22:54:57Z
2026-04-23,MCS,MARCUS CORP,Evans Michael Reade  (CIK 0001988495),0000062234|0001988495,2026-04-27T22:54:57Z
2026-04-23,RBB,RBB Bancorp,Bennett Bill  (CIK 0001981657),0001499422|0001981657,2026-04-27T22:54:57Z
2026-04-23,ANDE,"Andersons, Inc.",Bowe Patrick E.  (CIK 0001657533),0000821026|0001657533,2026-04-27T22:54:57Z
2026-04-23,VCX,"Fundrise Innovation Fund, LLC","Fundrise Real Estate Interval Fund, LLC  (CIK 0001777677)",0001867090|0001777677,2026-04-27T22:54:57Z
2026-04-23,VC,VISTEON CORP,Lawande Sachin  (CIK 0001454378),0001111335|0001454378,2026-04-27T22:54:57Z
2026-04-23,PSMT,PRICESMART INC,PRICE ROBERT E  (CIK 0000934818),0001041803|0000934818,2026-04-27T22:54:57Z
2026-04-23,,"Everpure, Inc.",Colgrove John  (CIK 0001651902),0001474432|0001651902,2026-04-27T22:54:57Z
2026-04-23,RDN,RADIAN GROUP INC,Hoffman Edward J  (CIK 0001439483),0000890926|0001439483,2026-04-27T22:54:57Z
2026-04-23,W,Wayfair Inc.,Conine Steven  (CIK 0001620052),0001616707|0001620052,2026-04-27T22:54:57Z
2026-04-23,IRD,"Opus Genetics, Inc.",SCHACHLE JOSEPH K  (CIK 0001145914),0001228627|0001145914,2026-04-27T22:54:57Z
2026-04-23,UBER,"Uber Technologies, Inc",Mahendra-Rajah Prashanth  (CIK 0001609983),0001543151|0001609983,2026-04-27T22:54:57Z
2026-04-23,LFST,"LifeStance Health Group, Inc.",Bessler Robert  (CIK 0001864881),0001845257|0001864881,2026-04-27T22:54:57Z
2026-04-23,CBDW,1606 CORP.,Gowrishankar Govindan  (CIK 0002069224),0001877461|0002069224,2026-04-27T22:54:57Z
2026-04-23,TARA,"Protara Therapeutics, Inc.","667, L.P.  (CIK 0001551139)",0001359931|0001551139,2026-04-27T22:54:57Z
2026-04-23,W,Wayfair Inc.,Conine Steven  (CIK 0001620052),0001616707|0001620052,2026-04-27T22:54:57Z
2026-04-23,NTST,NETSTREIT Corp.,Zeigler Robin McBride  (CIK 0001670993),0001798100|0001670993,2026-04-27T22:54:57Z
2026-04-23,IRD,"Opus Genetics, Inc.",Magrath George  (CIK 0001999390),0001228627|0001999390,2026-04-27T22:54:57Z
2026-04-23,,Trump Media & Technology Group Corp.,Swider Eric  (CIK 0001836937),0001849635|0001836937,2026-04-27T22:54:57Z
2026-04-23,BOKF,BOK FINANCIAL CORP,Reid Jeffrey A.  (CIK 0001950322),0000875357|0001950322,2026-04-27T22:54:57Z
2026-04-23,NLST,NETLIST INC,Cho Jun  (CIK 0001393033),0001282631|0001393033,2026-04-27T22:54:57Z
2026-04-23,EVCM,EverCommerce Inc.,Remer Eric Richard  (CIK 0001856906),0001853145|0001856906,2026-04-27T22:54:57Z
2026-04-23,,Valens Semiconductor Ltd.,Chairman David  (CIK 0001971553),0001863006|0001971553,2026-04-27T22:54:57Z
2026-04-23,PEBK,PEOPLES BANCORP OF NORTH CAROLINA INC,ABERNETHY JAMES S  (CIK 0001244172),0001093672|0001244172,2026-04-27T22:54:57Z
2026-04-23,STLD,STEEL DYNAMICS INC,Alvarez Miguel  (CIK 0001767177),0001022671|0001767177,2026-04-27T22:54:57Z
2026-04-23,DYN,"Dyne Therapeutics, Inc.","Atlas Venture Opportunity Fund II, L.P.  (CIK 0001885327)",0001818794|0001885327,2026-04-27T22:54:57Z
2026-04-23,DYN,"Dyne Therapeutics, Inc.","Atlas Venture Associates XI, L.P.  (CIK 0001780068)",0001818794|0001780068,2026-04-27T22:54:57Z
2026-04-23,SEIC,SEI INVESTMENTS CO,McCabe Philip  (CIK 0001964748),0000350894|0001964748,2026-04-27T22:54:57Z
2026-04-22,,"Fold Holdings, Inc.",McManus Matt  (CIK 0002067206),0001889123|0002067206,2026-04-27T22:54:57Z
2026-04-22,TWST,Twist Bioscience Corp,Leproust Emily M.  (CIK 0001753655),0001581280|0001753655,2026-04-27T22:54:57Z
2026-04-22,RDCM,RADCOM LTD,Rahav Hadar  (CIK 0001985000),0001016838|0001985000,2026-04-27T22:54:57Z
2026-04-22,NLST,NETLIST INC,WELCHER BLAKE  (CIK 0001248685),0001282631|0001248685,2026-04-27T22:54:57Z
2026-04-22,ANDE,"Andersons, Inc.",Bowe Patrick E.  (CIK 0001657533),0000821026|0001657533,2026-04-27T22:54:57Z
2026-04-22,PHVS,Pharvaris N.V.,Lesage Anne  (CIK 0001973705),0001830487|0001973705,2026-04-27T22:54:57Z
2026-04-22,,STATE STREET CORP,RICHARDS MICHAEL L  (CIK 0001807269),0000093751|0001807269,2026-04-27T22:54:57Z
2026-04-22,,"Everpure, Inc.",Colgrove John  (CIK 0001651902),0001474432|0001651902,2026-04-27T22:54:57Z
2026-04-22,KNTK,Kinetik Holdings Inc.,ISQ Global Fund II GP LLC  (CIK 0001904934),0001692787|0001904934,2026-04-27T22:54:57Z
2026-04-22,COHR,COHERENT CORP.,Luther Sherri R  (CIK 0001764515),0000820318|0001764515,2026-04-27T22:54:57Z
2026-04-22,ARM,ARM HOLDINGS PLC /UK,Child Jason  (CIK 0001533913),0001973239|0001533913,2026-04-27T22:54:57Z
2026-04-22,TVTX,"Travere Therapeutics, Inc.",ROTE WILLIAM E.  (CIK 0001698262),0001438533|0001698262,2026-04-27T22:54:57Z
2026-04-22,AXSM,"Axsome Therapeutics, Inc.",Maizel Ari  (CIK 0002042289),0001579428|0002042289,2026-04-27T22:54:57Z
2026-04-22,BWMN,Bowman Consulting Group Ltd.,Bowman Gary  (CIK 0001859488),0001847590|0001859488,2026-04-27T22:54:57Z
2026-04-22,PCRX,"Pacira BioSciences, Inc.",Cross Shawn  (CIK 0001734779),0001396814|0001734779,2026-04-27T22:54:57Z
2026-04-22,DC,Dakota Gold Corp.,Berry James McCoy  (CIK 0001891506),0001852353|0001891506,2026-04-27T22:54:57Z
2026-04-22,PHVS,Pharvaris N.V.,Lesage Anne  (CIK 0001973705),0001830487|0001973705,2026-04-27T22:54:57Z
2026-04-22,PHVS,Pharvaris N.V.,Schikan Johannes Gerardus Christiaan Petrus  (CIK 0002014983,0001830487|0002014983,2026-04-27T22:54:57Z
2026-04-22,CLF,CLEVELAND-CLIFFS INC.,Taylor Douglas C  (CIK 0001423999),0000764065|0001423999,2026-04-27T22:54:57Z
2026-04-22,DYN,"Dyne Therapeutics, Inc.","Atlas Venture Opportunity Fund II, L.P.  (CIK 0001885327)",0001818794|0001885327,2026-04-27T22:54:57Z
2026-04-22,ABNB,"Airbnb, Inc.",Blecharczyk Nathan  (CIK 0001834147),0001559720|0001834147,2026-04-27T22:54:57Z
2026-04-22,,Trump Media & Technology Group Corp.,Swider Eric  (CIK 0001836937),0001849635|0001836937,2026-04-27T22:54:57Z
2026-04-22,,Quantum-Si Inc,Hawkins Jeffrey Alan  (CIK 0001505034),0001816431|0001505034,2026-04-27T22:54:57Z
2026-04-22,,Strategy Inc,Patten Jarrod M  (CIK 0001309191),0001050446|0001309191,2026-04-27T22:54:57Z
2026-04-22,KYMR,"Kymera Therapeutics, Inc.","Atlas Venture Fund X, L.P.  (CIK 0001628098)",0001815442|0001628098,2026-04-27T22:54:57Z
2026-04-22,BWMN,Bowman Consulting Group Ltd.,Bowman Gary  (CIK 0001859488),0001847590|0001859488,2026-04-27T22:54:57Z
2026-04-22,RXRX,"RECURSION PHARMACEUTICALS, INC.",Gibson Christopher  (CIK 0001856369),0001601830|0001856369,2026-04-27T22:54:57Z
2026-04-22,JBHT,HUNT J B TRANSPORT SERVICES INC,Hicks Bradley W.  (CIK 0001705615),0000728535|0001705615,2026-04-27T22:54:57Z
2026-04-22,PSMT,PRICESMART INC,PRICE ROBERT E  (CIK 0000934818),0001041803|0000934818,2026-04-27T22:54:57Z
2026-04-22,NLST,NETLIST INC,Cho Jun  (CIK 0001393033),0001282631|0001393033,2026-04-27T22:54:57Z
2026-04-22,DYN,"Dyne Therapeutics, Inc.","Atlas Venture Fund XI, L.P.  (CIK 0001708269)",0001818794|0001708269,2026-04-27T22:54:57Z
2026-04-22,,Quantum-Si Inc,Keyes Jeffry R.  (CIK 0001557736),0001816431|0001557736,2026-04-27T22:54:57Z
2026-04-22,RDW,Redwire Corp,"Edge Autonomy Ultimate Holdings, LP  (CIK 0002074087)",0001819810|0002074087,2026-04-27T22:54:57Z
2026-04-22,,"Everpure, Inc.",Colgrove John  (CIK 0001651902),0001474432|0001651902,2026-04-27T22:54:57Z
2026-04-22,AEHR,AEHR TEST SYSTEMS,SPORCK ALISTAIR N  (CIK 0001939261),0001040470|0001939261,2026-04-27T22:54:57Z
2026-04-22,ANET,"Arista Networks, Inc.",Ullal Jayshree  (CIK 0001605809),0001596532|0001605809,2026-04-27T22:54:57Z
2026-04-22,OUST,"Ouster, Inc.",Frichtl Mark  (CIK 0001847596),0001816581|0001847596,2026-04-27T22:54:57Z
2026-04-22,KYMR,"Kymera Therapeutics, Inc.",Chadwick Jeremy G  (CIK 0001388406),0001815442|0001388406,2026-04-27T22:54:57Z
2026-04-22,EVCM,EverCommerce Inc.,Remer Eric Richard  (CIK 0001856906),0001853145|0001856906,2026-04-27T22:54:57Z
2026-04-22,,"Everpure, Inc.",Colgrove John  (CIK 0001651902),0001474432|0001651902,2026-04-27T22:54:57Z
2026-04-22,,STATE STREET CORP,TAHIRI MOSTAPHA  (CIK 0001818588),0000093751|0001818588,2026-04-27T22:54:57Z
2026-04-22,RIVN,"Rivian Automotive, Inc. / DE",McDonough Claire  (CIK 0001890925),0001874178|0001890925,2026-04-27T22:54:57Z
2026-04-22,DDOG,"Datadog, Inc.",Le-Quoc Alexis  (CIK 0001783984),0001561550|0001783984,2026-04-27T22:54:57Z
2026-04-22,ONEW,OneWater Marine Inc.,BODINE CHRIS W  (CIK 0001194405),0001772921|0001194405,2026-04-27T22:54:57Z
2026-04-22,RDW,Redwire Corp,"AE RED HOLDINGS, LLC  (CIK 0001880796)",0001819810|0001880796,2026-04-27T22:54:57Z
2026-04-22,RPD,"Rapid7, Inc.",Murphy Scott M  (CIK 0001909539),0001560327|0001909539,2026-04-27T22:54:57Z
2026-04-22,PENG,"Penguin Solutions, Inc.",Kuykendall Anne  (CIK 0001855880),0001616533|0001855880,2026-04-27T22:54:57Z
2026-04-22,ODC,Oil-Dri Corp of America,Chube Ellen-Blair  (CIK 0001744743),0000074046|0001744743,2026-04-27T22:54:57Z
2026-04-22,CRWV,"CoreWeave, Inc.",Venturo Brian M  (CIK 0002058067),0001769628|0002058067,2026-04-27T22:54:57Z
2026-04-22,PHVS,Pharvaris N.V.,Lu Peng  (CIK 0001972159),0001830487|0001972159,2026-04-27T22:54:57Z
2026-04-22,CRWV,"CoreWeave, Inc.",Venturo Brian M  (CIK 0002058067),0001769628|0002058067,2026-04-27T22:54:57Z
2026-04-22,KYMR,"Kymera Therapeutics, Inc.","Atlas Venture Opportunity Fund I, L.P.  (CIK 0001759241)",0001815442|0001759241,2026-04-27T22:54:57Z
2026-04-22,SMTC,SEMTECH CORP,Walsh Paul V Jr  (CIK 0001362672),0000088941|0001362672,2026-04-27T22:54:57Z
2026-04-22,DYN,"Dyne Therapeutics, Inc.","Atlas Venture Associates XI, L.P.  (CIK 0001780068)",0001818794|0001780068,2026-04-27T22:54:57Z
2026-04-22,AEHR,AEHR TEST SYSTEMS,POSEDEL RHEA J  (CIK 0001055117),0001040470|0001055117,2026-04-27T22:54:57Z
2026-04-22,MBX,"MBX Biosciences, Inc.",Bartram Richard  (CIK 0001723729),0001776111|0001723729,2026-04-27T22:54:57Z
2026-04-22,JBHT,HUNT J B TRANSPORT SERVICES INC,Hobbs Nicholas  (CIK 0001504649),0000728535|0001504649,2026-04-27T22:54:57Z
2026-04-22,SGMO,"SANGAMO THERAPEUTICS, INC",Davis Gregory D  (CIK 0002041855),0001001233|0002041855,2026-04-27T22:54:57Z
2026-04-22,DYN,"Dyne Therapeutics, Inc.","Atlas Venture Opportunity Fund I, L.P.  (CIK 0001759241)",0001818794|0001759241,2026-04-27T22:54:57Z
2026-04-22,ARWR,"ARROWHEAD PHARMACEUTICALS, INC.",Apel Daniel Joseph  (CIK 0002081169),0000879407|0002081169,2026-04-27T22:54:57Z
2026-04-22,VCX,"Fundrise Innovation Fund, LLC","Fundrise Real Estate Interval Fund, LLC  (CIK 0001777677)",0001867090|0001777677,2026-04-27T22:54:57Z
2026-04-21,TWST,Twist Bioscience Corp,Leproust Emily M.  (CIK 0001753655),0001581280|0001753655,2026-04-27T22:54:57Z
2026-04-21,AEHR,AEHR TEST SYSTEMS,SCOTT GEOFFREY GATES  (CIK 0001824121),0001040470|0001824121,2026-04-27T22:54:57Z
2026-04-21,AEHR,AEHR TEST SYSTEMS,SALAMONE ALBERTO  (CIK 0002043583),0001040470|0002043583,2026-04-27T22:54:57Z
2026-04-21,CACC,CREDIT ACCEPTANCE CORP,ULATOWSKI DANIEL A.  (CIK 0001604030),0000885550|0001604030,2026-04-27T22:54:57Z
2026-04-21,SERA,"SERA PROGNOSTICS, INC.",Harrison Robert Gardner  (CIK 0001421563),0001534969|0001421563,2026-04-27T22:54:57Z
2026-04-21,DYN,"Dyne Therapeutics, Inc.","Atlas Venture Fund XI, L.P.  (CIK 0001708269)",0001818794|0001708269,2026-04-27T22:54:57Z
2026-04-21,AEHR,AEHR TEST SYSTEMS,POSEDEL RHEA J  (CIK 0001055117),0001040470|0001055117,2026-04-27T22:54:57Z
2026-04-21,MTSI,"MACOM Technology Solutions Holdings, Inc.",OCAMPO SUSAN  (CIK 0001252243),0001493594|0001252243,2026-04-27T22:54:57Z
2026-04-21,BYND,"BEYOND MEAT, INC.",WITTEMAN TERI L  (CIK 0001564954),0001655210|0001564954,2026-04-27T22:54:57Z
2026-04-21,JBHT,HUNT J B TRANSPORT SERVICES INC,THOMPSON JAMES K  (CIK 0001190258),0000728535|0001190258,2026-04-27T22:54:57Z
2026-04-21,AEHR,AEHR TEST SYSTEMS,ROGERS VERNON  (CIK 0001756642),0001040470|0001756642,2026-04-27T22:54:57Z
2026-04-21,PSTG,"Everpure, Inc.",Colgrove John  (CIK 0001651902),0001474432|0001651902,2026-04-27T22:54:57Z
2026-04-21,,US BANCORP \DE\,Richard Jodi L  (CIK 0001753606),0000036104|0001753606,2026-04-27T22:54:57Z
2026-04-21,TRU,TransUnion,RUSSELL HEATHER J  (CIK 0001741750),0001552033|0001741750,2026-04-27T22:54:57Z
2026-04-21,BCAX,Bicara Therapeutics Inc.,Hyep Ivan  (CIK 0002034668),0002023658|0002034668,2026-04-27T22:54:57Z
2026-04-21,AAON,"AAON, INC.",Thompson Rebecca  (CIK 0001565768),0000824142|0001565768,2026-04-27T22:54:57Z
2026-04-21,EVCM,EverCommerce Inc.,Remer Eric Richard  (CIK 0001856906),0001853145|0001856906,2026-04-27T22:54:57Z
2026-04-21,CRWV,"CoreWeave, Inc.",Intrator Michael N  (CIK 0002058037),0001769628|0002058037,2026-04-27T22:54:57Z
2026-04-21,ANDE,"Andersons, Inc.",Bowe Patrick E.  (CIK 0001657533),0000821026|0001657533,2026-04-27T22:54:57Z
2026-04-21,SFM,"Sprouts Farmers Market, Inc.",Neal John Scott  (CIK 0001867641),0001575515|0001867641,2026-04-27T22:54:57Z
2026-04-21,INDI,"indie Semiconductor, Inc.",Aoki Ichiro  (CIK 0001865423),0001841925|0001865423,2026-04-27T22:54:57Z
2026-04-21,,Strategy Inc,Patten Jarrod M  (CIK 0001309191),0001050446|0001309191,2026-04-27T22:54:57Z
2026-04-21,ETN,Eaton Corp plc,LEONETTI OLIVIER  (CIK 0001618669),0001551182|0001618669,2026-04-27T22:54:57Z
2026-04-21,TWLO,TWILIO INC,ROTTENBERG ERIKA  (CIK 0001284038),0001447669|0001284038,2026-04-27T22:54:57Z
2026-04-21,RGEN,REPLIGEN CORP,Loeillot Olivier  (CIK 0001995525),0000730272|0001995525,2026-04-27T22:54:57Z
2026-04-21,VTS,"Vitesse Energy, Inc.",Chernoff Michael Bruce  (CIK 0001353114),0001944558|0001353114,2026-04-27T22:54:57Z
